Username,Handle,Timestamp,Text,Replys,Retweets,Likes
MPF em São Paulo,@MPF_SP,2017-11-06T16:41:24.000Z,"Ações culturais que deveriam ser sociais se transformaram em shows e livros de grandes empresas
 http://bit.ly/2lZpPVo #bocalivre #rouanet
3
9
12",3,9,12
MPF em São Paulo,@MPF_SP,2017-11-06T16:40:03.000Z,"Grupo Bellini Cultural teria desviado mais de R$ 21 milhões obtidos para projetos culturais #bocalivre #rouanet http://bit.ly/2lZpPVo
4
19
17",4,19,17
MPF em São Paulo,@MPF_SP,2017-11-06T16:39:13.000Z,"@MPF_SP
 denuncia organização criminosa que fraudava projetos da Lei #Rouanet http://bit.ly/2lZpPVo #bocalivre
3
11
13",3,11,13
Cₗₑᵤbₑᵣ Cᵤₙₕₐ,@cleuberdacunha,2017-11-06T16:30:56.000Z,"Notícia: MPF acusa 31 por fraudes na Lei Rouanet, na Operação Boca Livre #MPF #Rouanet #BocaLivre http://bit.ly/2lYEoYW
1
1",,1,1
O Tempo,@otempo,2017-11-06T16:20:01.000Z,"MPF acusa 31 por fraudes na Lei Rouanet, na Operação Boca Livre #MPF #Rouanet #BocaLivre http://otempo.com.br/capa/brasil/mpf-acusa-31-por-fraudes-na-lei-rouanet-na-opera%C3%A7%C3%A3o-boca-livre-1.1539525…
1",,1,
Agência do Bem,@agenciadobem,2017-11-06T14:01:24.000Z,"Presidente da Agência do Bem, Alan Maia, fala sobre os desafios da captação para ONGs: https://goo.gl/8cmaJ2 #captação #rouanet #fiscal",,,
Zena 3 8,@AlvarezZeni,2017-11-01T22:06:07.000Z,"Não tem recursos para compra de remédios, contudo o ministério da Cultura faz a farra com artistas ao liberar milhões através da #Rouanet
1",,1,
VR Projetos Culturais e Educacionais,@vrprojetos,2017-10-30T16:16:15.000Z,"Vem com a gente conhecer a nova normativa da Lei 
@Rouanet
, é só clicar no link http://vrprojetos.com.br/blog/lei-rouanet-nova-instrucao-normativa-de-2017/… e conferir.  #rouanet #irdobem",,,
Eliana Braga,@ElianaBraga,2017-10-28T22:52:36.000Z,"Pra Ciência NADAAAA
Então como é  que é? ?
#ROUANET #TUDOOO
#asco",,,
Fco_leandro,@Leandro_011276,2017-10-28T10:39:59.000Z,"Filme que vende 4.000 ingressos? O buraco do cinema nacional é mais embaixo https://cinema.uol.com.br/noticias/redacao/2017/10/27/filme-de-4000-ingressos-o-buraco-do-cinema-nacional-e-mais-embaixo.htm… @UOLCinema 
@UOL
 PRODUÇÕES #LIXO #ROUANET",,,
Fco_leandro,@Leandro_011276,2017-10-25T11:30:07.000Z,"Em resposta a 
@AnaPaulaVolei
 e 
@SoraiaGebhard
#rouanet",,,
Fco_leandro,@Leandro_011276,2017-10-24T04:57:15.000Z,"Em resposta a 
@manuelkobel
#rouanet",,,
Fco_leandro,@Leandro_011276,2017-10-24T04:50:21.000Z,"Dirigido por Wagner Moura, filme ""Marighella"" poderá captar R$ 10,3 milhões https://cinema.uol.com.br/noticias/redacao/2017/10/23/dirigido-por-wagner-moura-filme-marighella-podera-captar-r-10-milhoes.htm… via @UOLCinema 
@UOL
 #rouanet #GloboLixo",,,
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-10-22T10:53:04.000Z,"Em resposta a 
@instrutorando
 @EduardoSouzaRa1
 e 
@JoseMedeirosMT
Ah sr senador fique com o povo não adianta querer defender artistas #Rouanet vai se dar mal",,,
Nilson B. Teixeira,@NilsonBTeixeira,2017-10-22T02:14:40.000Z,"Você sabia que a #Dilma via Lei #Rouanet liberou mais de R$ 4 milhões para shows de Luan Santana em 2014? 
http://g1.globo.com/musica/noticia/2014/08/minc-aprova-projeto-de-r-41-milhoes-para-turne-de-luan-santana.html…",,,
Nilson B. Teixeira,@NilsonBTeixeira,2017-10-22T02:08:05.000Z,"A Lei #Rouanet pega o dinheiro dos nossos impostos e coloca R$ 516 mil para realização de shows de funk.

https://vejasp.abril.com.br/cultura-lazer/mc-guime-gravacao-dvd-lei-rouanet/…",,,
Felipe,@fpsoliveira,2017-10-21T14:24:30.000Z,"#caetanopedofilo 
Um homem de 40 anos que pega uma criança de 13 não tem que ficar bancando uma de artista usando verba #Rouanet
1",,1,
Canal É Treta,@Canal_e_treta,2017-10-20T22:20:40.000Z,"http://youtube.com/watch?v=p9ZC0OONtQ8…
#teatro #obra #artista #Rouanet #LeiRouanet #incentivo #incentivofiscal #nu #nudez #isençãofiscal #cultura #coxinha",,,
PaysanduMidi,@PaysanduMidi,2017-10-19T15:06:12.000Z,"""On doit rester unis pour faire monter le prix du #vin"" Frédéric #Rouanet - pdt Syndicat des #vignerons #Aude #Carcassonne #récolte #gel
1",,,1
PaysanduMidi,@PaysanduMidi,2017-10-19T14:54:21.000Z,"Le pdt du Syndicat des #vignerons Frédéric #Rouanet : ""On n'accepte plus d'être traités comme des moins que rien !"" #Aude #Carcassonne
2",,,2
CristianismoPolitica,@CristPolit,2017-10-10T17:40:26.000Z,"#POTUS In Times Like #Irma We See Kindness and Courage of Our People
http://paper.li/CristPolit?edition_id=472b8000-9651-11e7-87ea-0cc47a0d1609… 
#trump #santander #rouanet 
#TwitterCensorship
1
1",,1,1
José roberto,@BpJRBatista,2017-10-10T15:42:05.000Z,"#Rouanet 
Gostaria que alguém patrocinassem a minha obra de arte. 
Chama-se quebrei e comi. https://instagram.com/p/BaEqo1ylPuC/",,,
Raf Jogos,@Raf_jogos38,2017-10-10T14:04:41.000Z,"Podia ter ler #rouanet pra isso, seus desenhos são arte",,,
Squadra Consultoria,@squadrapomerode,2017-10-10T12:09:30.000Z,Lei de #Incentivo à #Cultura – LEI #ROUANET - EAD - Ensino a Distância http://consultoriasquadra.com.br/cursos/lei-de-incentivo-a-cultura-lei-rouanet-ead-ensino-a-dist-ncia/16/…,,,
CLAYTON,@ClaytonXSantos,2017-10-09T15:25:26.000Z,"Em resposta a 
@opovo
Tudo com o c. na mão! Perder a boquinha da #Rouanet! Ai fica aceitando tudo que é de porcaria como arte! Perdeu o respeito!
4",,,4
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-10-08T23:26:15.000Z,"Em resposta a 
@tetipaiva
 e 
@deborablochreal
Um grupelho usa #Rouanet em benefício proprio",,,
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-10-08T23:25:09.000Z,"Será q os políticos n se atentam? Já deu essa #Rouanet tem q acabar 
@alvarodias_
 @jairbolsonaro
 @ronaldocaiado
 @magnomaltaofic 
@MichelTemer
Ary ANTI PT & CR_AM & & Dreadnought
@Ary_AntiPT
 · 8 de out de 2017
A Lei Rouanet financia somente um grupelho de militantes, que nao for da turma tem sua vida dificultada no MINC. 
Ja falamos muito sobr isso
1
3",,1,3
Gilberto D€U5Z4UM Mello,@Deuszaum,2017-10-08T00:57:09.000Z,"Parece que os globais agora estão desesperados com a possibilidade do fim da lei #rouanet
Fernando Holiday
@FernandoHoliday
 · 7 de out de 2017
Queria dizer que todas as campanhas que vocês fizeram fracassaram, e com essa não vai ser diferente. Chora globalista  https://twitter.com/paulalavigne/status/916426880877780992…
1",,,1
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-10-07T20:05:57.000Z,"#Imundos  #Depravacao 
@anaamelialemos
 @JoseMedeirosMT
 @Sen_Cristovam
 @AlvaroS
 @Lucia_Vania
 @senadorarose
 #Rouanet Não 
@MichelTemer
 #ArteNao https://twitter.com/Paulox36/status/916723619878850561…
Este Tweet não está disponível.",,,
Giovana Brasil,@gibrasilll,2017-10-07T04:46:45.000Z,"Ahhhh, esta cara já diz: não adianta provar nada da Iolanda,sabemos q não existe provas de crimes contra àqueles q nos bancam com #rouanet.
1",,,1
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-10-05T10:15:34.000Z,"Em resposta a 
@FranciDias3
 e 
@anaamelialemos
Isso mesmo tem q acabar com a #Rouanet
1",,,1
J Juvenil Wille,@bhcidadao,2017-10-03T02:17:45.000Z,"Pelo fim da lei Rouanet - BH Cidadão #rouanet http://bhcidadao.com.br/pelo-fim-da-lei-rouanet/… #bhcidadao via 
@bhcidadao
2",,,2
Farquardi,@farquardi,2017-10-02T22:43:35.000Z,"Idiota viver com dinheiro da #rouanet que logo acaba vagaba.
Maria Lucia Gouveia
@MariaLuciaGouve
 · 2 de out de 2017
A hipócrita Fernanda Lima que defende o totalitarismo bolivariano se muda para os EUA para ""viver a https://ceticismopolitico.com/2017/10/02/a-hipocrita-fernanda-lima-que-defende-o-totalitarismo-bolivariano-se-muda-para-os-eua-para-viver-a-liberdade/… via @LucianoAyan",,,
TOM PAIXÃO USE MÁSCARA,,2017-09-30T23:28:41.000Z,"por que o ""artista"" da piroca pra crianças não se apresenta aos presidiários? #rouanet garantida.pirocas idem. #MAM #masp #ArteNAOePEDOFILIA",,,
Carlos Henrique,@carlosneves1971,2017-09-30T17:05:26.000Z,"#Itau  #Santander e fim da #Rouanet
Artur Salles
@artur_slo
 · 29 de set de 2017
Excelente Iniciativa.
Senador @MagnoMaltaOfc propõe a CPI dos Maus Tratos Infantis. @itau 
Quem apóia, de RT.
Mostrar esta sequência",,,
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-09-24T13:33:50.000Z,"Em resposta a 
@Estadao
 e 
@estadaomoda
São as #Rouanet quero ver essa 
@CulturaGovBr
 dar $$$$
2
2",,2,2
Fco_leandro,@Leandro_011276,2017-09-24T12:36:01.000Z,"Em resposta a 
@YodaSapiens_29
 e 
@mary_mayah
#rouanet",,,
VALÉRIA FERNANDES,@valeriaqibrasil,2017-09-22T23:15:39.000Z,"Os milhões jogados no esgoto da LEI #ROUANET ...invista na nossa #SAÚDE, #SEGURANÇA, #EDUCAÇÃO, #MOBILIDADE, #CRECHES, #MERENDA ESCOLAR.
1
1
3",1,1,3
VALÉRIA FERNANDES,@valeriaqibrasil,2017-09-22T23:12:45.000Z,"Em resposta a 
@doutorcury
#FIM DA #LEI #ROUANET...PEGA ESSA #VERBA  #INVESTE NA #SAÚDE. E QUE OS ARTISTAS VÃO TRABALHAR,SUAR A CAMISA COMO NÓS, E PAGUE SUAS CONTAS.
2
3",,2,3
ⓇÖšץ ₥ÅΖon⃝ 2,@ehh_amore,2017-09-22T19:15:18.000Z,"Em resposta a 
@Vozdatarde
A MAIORIA desses ARTISTAS ta provado q não sabem nada além da #ROUANET
MAS POLÍTICOS/MARQUETEIROS sabem que o #POVOéIDÓLATRA_e_USAM_a_ISCA
1
1",1,,1
Impostuinte™,@ReginaBrasilia,2017-09-22T17:11:15.000Z,"Em resposta a 
@noahshuster
Quem? Os que se reúnem em convescotes para serem sabatinados pela turma #soudapaz #rouanet? Claro, certeza que topam.
1
3",1,,3
Sérgio Mota,@SergioSMota,2017-09-19T21:25:47.000Z,"Em resposta a 
@lindberghfarias
Não brinca? Serio! Querem mamar mais na lei #Rouanet, é bom usar o #dinheiro fácil do povo em causas próprias né tudo é qualidade neste país
1",,,1
Fco_leandro,@Leandro_011276,2017-09-19T17:39:58.000Z,#rouanet,,,
Fco_leandro,@Leandro_011276,2017-09-18T11:18:52.000Z,"Hoje é dia de protestar, bebê! Rock in Rio catalisa indignação política https://musica.uol.com.br/noticias/redacao/2017/09/18/hoje-e-dia-de-protestar-bebe-rock-in-rio-catalisa-indignacao-politica.htm… via @UOLEntrete 
@UOL
 #rouanet SIM !!!",,,
Brida,@msantiago_lima,2017-05-29T00:39:19.000Z,"Movimento pró teta da #rouanet
 #lulanacadeia https://twitter.com/blogdojefferson/status/868927284413181953…
Este Tweet não está disponível.",,,
Secretaria Especial da Cultura,@CulturaGovBr,2017-04-06T15:14:56.000Z,"Acompanhe a participação do ministro Roberto Freire no programa Gente que Fala. Na pauta, #Rouanet, política, Atlas: http://bit.ly/2oI67h2
Roberto Freire
3
2",,3,2
jpetermann1,@JPetermann1,2017-03-23T17:33:37.000Z,"Depois das mudanças na Lei #Rouanet o 
@CulturaGovBr
 avisa:
1",,,1
Regional Nordeste,@MinCidadaniaNE,2017-03-23T11:00:10.000Z,IN da #Rouanet amplia fiscalização e transparência e descentraliza acesso à Cultura. Assista ao comentário do... http://fb.me/9xk3ZA0Nj,,,
Secretaria Especial da Cultura,@CulturaGovBr,2017-03-21T21:56:50.000Z,"IN da #Rouanet amplia fiscalização e transparência e descentraliza acesso à Cultura. Assista ao comentário do ministro 
@freire_roberto
429 visualizações
0:00 / 0:45
1
5
11",1,5,11
O Popular,@jornal_opopular,2017-03-21T19:08:41.000Z,"Projetos da Lei Rouanet têm novos limites, ingressos custarão R$ 150 em média 
https://goo.gl/Ipc6AL #Rouanet #Cultura #Mudanças
2
4",,2,4
Rádio Bandeirantes,@RBandeirantes,2017-03-21T18:55:26.000Z,"“A mudança nos ajuda a mostrar que a Lei #Rouanet vai permanecer, agora sem desvios e com maior controle”, diz Roberto Freire.
1
3",,1,3
Ibram/MTur,@museusbr,2017-03-21T17:20:01.000Z,"As áreas #museus e #patrimônio não se enquadram no novo teto por projeto escalonado: saiba o que mudou! #cultura #financiamento #rouanet
Secretaria Especial da Cultura
@CulturaGovBr
 · 21 de mar de 2017
#MinC l Conheça o pacote de mudanças que vai corrigir as principais distorções da #LeiRouanet: http://bit.ly/2mLRns4  #Écultura
1",,1,
Aloisio,@JAloisioSoares,2017-03-08T14:19:26.000Z,A #farra com a grana pública via #Lei #Rouanet continua. A obra da vez: Dogville Peça #teatral. Assim classe #artística passa apoiar #Temer.,,,
ledo,@EuropaReal,2017-03-08T03:08:44.000Z,limite de R$ 150 no preço dos ingressos de eventos que captaram recursos via #Rouanet https://br.yahoo.com/noticias/reformula%C3%A7%C3%A3o-da-lei-rouanet-prev%C3%AA-202037596.html…,,,
MARILIA DE LIMA,@eumariliadelima,2017-03-06T02:18:09.000Z,"FAÇA SUA INSCRIÇÃO: http://ln.is/list-manage1.com/myo9H… 
#online #Rouanet #proac #captacaoderecursos... http://fb.me/3LdyE8WW8",,,
Bruno Leonard,@bruno_leonard_,2017-03-03T21:52:45.000Z,"Esse cara é milionário e quer mais mamata do Rou(b)anet?
#cpiJA #CPI #Rouanet
ApocalipseDal
@DalborgaCoxa
 · 2 de mar de 2017
Ui",,,
IR do BEM (em ),@IRdoBEM,2017-02-21T18:01:16.000Z,O ÚNICO REMÉDIO QUE DEVE SER MANTIDO AO ALCANCE DAS CRIANÇAS. #rouanet #irdobem #issomudaomundo #maisamor #saude  http://irdobem.com.br/blog/o-unico-remedio-que-deve-ser-mantido-ao-alcance-das-criancas/…,,,
Secretaria Especial da Cultura,@CulturaGovBr,2017-02-21T15:42:51.000Z,"Ministro Roberto Freire apresenta a produtores de musicais a Instrução Normativa da #Rouanet. Conheça as melhorias = http://bit.ly/2lrakS8
Roberto Freire
3
10
12",3,10,12
CACHORRÃO,@buzioss,2017-02-18T20:20:58.000Z,"Olha a caloteira Claudia Milk na maior cara de quem não deve no Caldeirão . #calote #rouanet
1",,,1
Waldir Corazza,@corazzaw,2017-02-15T21:34:40.000Z,"Essa Lei #Rouanet acabou com o #Brasil lamentável
Alexsandro
@Alex_Queirozz
 · 15 de fev de 2017
Instituto FHC recebeu quase R$ 12 milhões através da Lei Rouanet durante os mandatos de Lula e Dilma http://diariodobrasil.org/instituto-fhc-recebeu-quase-r-12-milhoes-atraves-da-lei-rouanet-durante-os-mandatos-de-lula-e-dilma/#.WKREwJsO_m1.twitter…",,,
Secretaria Especial da Cultura,@CulturaGovBr,2017-02-13T17:46:32.000Z,"#MinC l Primeira reunião da CNIC no ano analisou 318 projetos: http://bit.ly/2lcruVd #LeiRouanet #Rouanet
6
2",,6,2
Alex Farias,@alex_r_farias,2017-02-10T10:25:08.000Z,"O socialismo só dura até....
Pobre artista sem #Rouanet
#CobraTaxaTbCrivella
#Crivella
#RJ http://fb.me/8rnOsKDbO",,,
Reconquête Française,@deusvult_fr,2017-01-12T16:15:01.000Z,"#Vichy/#Pétain : alliance de l’#État et de l’#Église – Florian #Rouanet : https://youtube.com/watch?v=nvy1LXecFlk… #Nationalisme #Vidéo #DeusVul
3",,3,
Ibram/MTur,@museusbr,2017-01-11T17:07:33.000Z,"Ministro da Cultura 
@freire_roberto
 espera mais recursos a #projetos permanentes - como os #museus! #financiamento #rouanet #clipping
Cultura - O Globo
@OGlobo_Cultura
 · 11 de jan de 2017
Roberto Freire promete mudanças na Lei Rouanet antes do fim de janeiro http://glo.bo/2ifrM91",,,
Aloisio,@JAloisioSoares,2017-01-08T21:08:53.000Z,#MinC pensa em tirar R$ 300 milhões da #abominável #Lei #Rouanet p/ o #valecultura. #Cidadão pode comprar o q quiser. Verba indo pelo #ralo.,,,
Reconquête Française,@deusvult_fr,2017-01-06T04:24:01.000Z,"Le procès de la #démocratie en citations clefs : http://deus-vult.org/actualites/le-proces-de-la-democratie-en-citations-clefs-jean-haupt/… #Haupt #Rouanet #Conférence #Citation #Condamnation #Révisionnisme
1
1",,1,1
Ana Maria Bolsonaro Heleno Tarcísio Tereza Guedes,,2017-01-03T17:10:37.000Z,"Temos muito trabalho a ser feito 
@onyxlorenzoni
 #10Medidas AbusoDeAutoridadeNao #ForoPrivilegiado 
@democratas
 #Une #Rouanet https://twitter.com/cal_coimbra/status/816329733520625664…
Este Tweet não está disponível.",,,
#SaidaPelaDireita∴Bolsonaro38,@SPD_33,2016-12-18T23:20:16.000Z,"Babaca típico, esquerdopata sugador, q não consegue fazer nada PRODUTIVO, nada q gere RIQUEZAS para si ou os outros SEM O GOVERNO!
#Rouanet
55
208
171",55,208,171
Rikardo Ribeiro .'.,@rikardoribeiro,2016-12-16T05:02:48.000Z,"#chega de 
@robertocarlos
, #boicote a #RedeGlobo. Não somos obrigado à ver um #comunista que apoia a 
@LulapeloBrasil
 e usa a #rouanet",,,
COBRA,@VIVAROTA,2016-12-15T19:42:35.000Z,"Defende seus ""ganhos"" da lei #Rouanet #canalha https://twitter.com/EuPensoEajo2/status/809376598730350592…
Este Tweet não está disponível.",,,
Anjoka #ForaBolsonaro Protótipo de Ditador,,2016-11-19T15:05:27.000Z,"Em resposta a 
@Anaamvs_Sanches
 @Estadao
 e 
@freire_roberto
Essa gente tá sempre atrás duma ""boquinha fácil"". Haja #Rouanet pra comedores de mortadela.
1
5",,1,5
Portal Brasil,@portalbrasil,2016-11-18T21:40:01.000Z," Por irregularidades, quase R$ 5 mi captados via #Rouanet serão devolvidos: http://bit.ly/2go9RQP 
@CulturaGovBr
1
5
4",1,5,4
Valdeirgv,@valdeir_gv,2016-11-18T19:42:53.000Z,#Rouanet http://fb.me/2MWZKE5Qm,,,
Rafael,@delazeri_rafael,2016-10-31T20:12:36.000Z,"Hummmm 
Quando essa moda pegar na #PF heim, Artistas. 
#LavaJato neles!! #Rouanet
VEJA
@VEJA
 · 31 de out de 2016
PM interrompe espetáculo e prende ator em Santos http://abr.ai/2efP4fX
1",,,1
Rafael,@delazeri_rafael,2016-10-31T13:42:12.000Z,"#artistas #intelectuais Cadê vocês??? 

Viva o #MinC a #Rouanet e o #PT
Fique em casa
@EoLili2010
 · 31 de out de 2016
Teatro Municipal de SP tem déficit de R$ 28 milhões após desvios http://veja.abril.com.br/entretenimento/teatro-municipal-de-sp-tem-deficit-de-r-28-milhoes-apos-desvios/… via @VEJA.com
1
1",,1,1
Rafael,@delazeri_rafael,2016-10-31T00:45:35.000Z,"DEVOLVE O dinheiro da  #ROUANET 
VAGABUNDO!!! 

Agora só assisto #Record !! 

#LuanSantanaNoFantastico #ChoraFreixo
2",,2,
Marco Tulio de Melo,@mtm1409,2016-10-31T00:00:45.000Z,"Devolvam a verba da #rouanet #pseudoartistas #esquerdopatas
#ForaFreixo",,,
WM NewsEntertainment,@WanMachWM,2016-10-29T19:05:34.000Z,"c/
@Wanlennon
 
Esse tá na campanha do froxo p/arrumar1boquinha no Rio!A teta #rouanet secou,s/audiências despencando! https://twitter.com/misscaviar/status/792429511681933312…
Este Tweet não está disponível.
1",,,1
